"","guide_title","guide_no","page_no","country","state","category","authors","date_created","year_publisehd","language","Category","Countries"
"111","Pseudobombax of Brazil",511,3,"Brazil","","Plants, Trees, Shrubs and treelets","Jefferson G. de Carvalho-Sobrinho, Marlon Câmara Machado, Luciano Paganucci de Queiroz","December, 2014",2014,"English","Plants","Brazil"
"112","South America -- Species of the Tetramerium Lineage (Acanthaceae)",509,4,"Colombia, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador, Venezuela","","Plants, Terrestrial herbs, Climbers, Epiphytes","Ana Luiza Andrade Côrtes","April, 2013",2013,"English","Plants","Brazil"
"113","Minas Gerais -- Ibitipoca State Park - Cactaceae",499,4,"Brazil","","Plants, Terrestrial herbs, Shrubs and treelets, Epiphytes","Diego Rafael Gonzaga,  Samyra Gomes Furtado,  Daniela Cristina Zappi,  Luiz Menini Neto","December, 2013",2013,"English","Plants","Brazil"
"114","Minas Gerais -- Serra do Papagaio - Epiphytes",495,20,"Brazil","","Plants, Epiphytes","Samyra Gomes Furtado,  Luiz Menini Neto","October, 2013",2013,"English","Plants","Brazil"
"115","Southern Brazil -- Mistletoes",493,7,"Brazil","","Plants, Epiphytes, Other (Plants)","Greta Aline Dettke,  Jorge Luiz Waechter","October, 2013",2013,"English","Plants","Brazil"
"116","Espírito Santo -- Malpighiaceae ",490,9,"Brazil","","Plants, Trees, Shrubs and treelets, Climbers","Rafael Felipe de Almeida, Maria Candida Henrique Mamede, Geovane S. Siqueira","",2013,"English","Plants","Brazil"
"117","Piauí - Pontederiaceae ",489,1,"Brazil","Piauí","Plants","Hilda Cristina Evaristo Nascimento, Maria Francilene Souza Silva , Ivanilza Moreira de Andrade","November, 2017",2017,"English","Plants","Brazil"
"118","Pernambuco -- Serra do Urubu - Herbs",486,3,"Brazil","","Plants, Terrestrial herbs","Jéssica Lira Viana,  Maria Regina de Vasconcellos Barbosa","September, 2013",2013,"English","Plants","Brazil"
"119","Paraiba -- Afloramentos Rochosos Plants",485,2,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Manuel Jeovani P. Costa,  Thaynara S. Silva,  Herbert C. S. Araújo,  Wallyson A. S. Queiroz,  José Iranildo M. Melo","September, 2013",2013,"English","Plants","Brazil"
"120","São Paulo -- Ilha do Cardoso Park - Fruits",479,4,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Fruits","Eliana Cazetta,  Mauro Galetti","July, 2013",2013,"English","Plants","Brazil"
"121","Cerrado -- Flowers and Fruits of Cerrado - Acanthaceae",477,1,"Brazil","","Plants, Terrestrial herbs, Shrubs and treelets, Fruits","Denise Monte Braz,  Igor Enrique Freitas Azevedo","July, 2013",2013,"English","Plants","Brazil"
"122","Pernambuco -- Serra do Urubu Submontane Forest Plants",476,7,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Débora Maria Cavalcanti Ferreira,  Bruno S. Amorim,  Aline Melo & Marccus Alves","June, 2013",2013,"English","Plants","Brazil"
"123","Minas Gerais -- Epiphytes of Fazenda Fortaleza de Sant’Anna",475,8,"Brazil","","Plants, Epiphytes","Daniel E. F. Barbosa,  Geicilaine A. Basílio,  Fernando R. Silva,  Luiz Menini Neto","June, 2013",2013,"English","Plants","Brazil"
"124","Minas Gerais -- Juiz de Fora Bromeliaceae",474,4,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luiz Menini Neto,  Samyra G. Furtado,  Letícia C. Dutra Dias,  Matheus G.C. Nogueira,  Ana Paula Gelli de Faria","May, 2013",2013,"English","Plants","Brazil"
"125","Minas Gerais -- Juiz de Fora  Orchidaceae",473,5,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luiz Menini Neto,  Samyra G. Furtado,  André Luis Santiago","May, 2013",2013,"English","Plants","Brazil"
"126","Minas Gerais -- Viçosa - Melastomataceae",472,5,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Rúbia Santos Fonseca,  Marcos Vinícius Ribeiro de Castro Simão,  Renato Goldenberg & Milene Faria Vieira","May, 2013",2013,"English","Plants","Brazil"
"127","Minas Gerais -- Espinhaço Range Gentianaceae",471,2,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Valdnéa Casagrande Dalvi,  Renata Maria Strozi Alves Meira,  Gilmar Edilberto Valente,  Aristéa Alves Azevedo","May, 2013",2013,"English","Plants","Brazil"
"128","Minas Gerais -- Serra do Cruz Vascular Epiphytes ",470,12,"Brazil","","Plants, Epiphytes","Fernanda Eliane Alves,  Ricardo Ottoni Silva,  Luiz Menini Neto","April, 2013",2013,"English","Plants","Brazil"
"129","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Brazil"
"130","Minas Gerais -- Cactaceae of Serra Negra",463,3,"Brazil","","Plants, Terrestrial herbs, Shrubs and treelets, Climbers","Diego Rafael Gonzaga,  Daniela C. Zappi,  Luiz Menini Neto","January, 2013",2013,"English","Plants","Brazil"
"131","Pernambuco -- Plants of RPPN Tabatinga ",459,10,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Débora Cavalcanti,  Bruno S. Amorim,  Marccus Alves","October, 2012",2012,"English","Plants","Brazil"
"132","Pará -- Bromeliaceae of the Xingu River",458,2,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Bruno Martins de Mello,  Juliana Livian Lima de Abreu,  Ana Kelly Koch,  André Luiz de Rezende,  Anna Luiza Ilkiu-Borges","October, 2012",2012,"English","Plants","Brazil"
"133","Northeastern Brazil -- Solanum Flowers",457,1,"Brazil","","Plants, Shrubs and treelets","Valéria S. Sampaio,  Maria de Fátima Agra","October, 2012",2012,"English","Plants","Brazil"
"134","Northeastern Brazil -- Atlantic Rainforest Solanum Fruits",456,1,"Brazil","","Plants, Shrubs and treelets, Fruits","Valéria S. Sampaio,  Maria de Fátima Agra","October, 2012",2012,"English","Plants","Brazil"
"135","Rio de Janeiro -- Marambaia Island Tree Stems",453,4,"Brazil","","Plants, Trees, Shrubs and treelets","Nathan Borges Gonçalves,  Illa Guimarães Proença,  Pablo Hugo Alves de Figueiredo,  Marilena de Menezes Silva Conde","October, 2012",2012,"English","Plants","Brazil"
"136","Bahia -- Plants of Contendas do Sincorá National Forest",452,5,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Lucas Cardoso Marinho,  Filipe Ribeiro Sá Martins","November, 2012",2012,"English","Plants","Brazil"
"137","Rio Grande do Sul --  Vascular Plants of Fazenda São Maximiano",450,23,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Greta A. Dettke,  Jaqueline Durigon,  Nelson I. Matzenbacher,  M. Angélica Kieling-Rubio,  Luís F.P. Lima,  Rafael Trevisan","July, 2012",2012,"English","Plants","Brazil"
"138","Atlantic Rainforest -- Ficus of the Atlantic Forest",449,4,"Brazil","","Plants, Shrubs and treelets, Trees","Anderson F.P. Machado,  Rodrigo A.S. Pereira , Finn Kjellberg","July, 2012",2012,"English","Plants","Brazil"
"139","São Paulo - Orchidaceae of Cantareira Park",444,5,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luciano Ramos Zandoná, Eduardo Luis Martins Catharino","",2012,"English","Plants","Brazil"
"140","São Paulo -- Myrteae of Ilha do Cardoso",441,5,"Brazil","","Plants, Trees, Shrubs and treelets","Vanessa Graziele Staggemeier, Marcos Eduardo Guerra Sobral, L. Patrícia C. Morellato","",2011,"English","Plants","Brazil"
"141","Genus Pseudolaelia ",439,8,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luiz Menini Neto, Rafaela Campostrini Forzza, Cássio van den Berg","July, 2011",2011,"English","Plants","Brazil"
"142","Rio de Janeiro -- Marambaia Island Seeds",433,4,"Brazil","","Plants, Seeds, Fruits","Ana Carolina Coutinho Moreira, Andreia Afonso de Souza, Daniela Cunha Reis, Marilena de Menezes Silva Conde, Rodrigo Condé Alves","",2010,"English","Plants","Brazil"
"143","Roraima -- Leguminosas (Fabaceae)",423,4,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Claymir de Oliveira Cavalcante, Reinaldo Imbrozio Barbosa, Andréia Silva Flores","",2009,"English","Plants","Brazil"
"144","São Paulo -- Riparian Juvenile Trees of Bofete",406,8,"Brazil","","Plants, Seedlings, Shrubs and treelets, Trees","Ricardo Augusto Gorne Viani","",2007,"English","Plants","Brazil"
"145","Mato Grosso -- Orchidaceae of Chapada dos Guimarães",398,4,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Adarilda Petini-Benelli,  Fernando Zagury Vaz-de-Mello","June, 2013",2013,"English","Plants","Brazil"
"146","Santa Catarina -- Angiosperms of São Bento do Sul",393,24,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Fabrício Schmitz Meyer","July, 2014",2014,"English","Plants","Brazil"
"147","Minas Gerais - Melastomataceae of Clube Caça & Pesca Itoróró Reserve",392,2,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Lucas de Freitas Bacci, Ana Flávia Alves, Rosana Romero","March, 2016",2016,"English","Plants","Brazil"
"148","Espírito Santo, Minas Gerais, Rio de Janeiro & São Paulo - Ficus of Mantiqueira Mountains",379,2,"Brazil","","Plants","Gisela Pelissari, Pedro Paulo de Souza, Sergio Romaniuc Neto","April, 2016",2016,"English","Plants","Brazil"
"149","Minas Gerais -- Muruci Valley - Inselberg plants",378,5,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Luiza Fonseca Amorim de Paula,  Pedro Lage Viana,  Nara Mota,  Mariana Augsten,  Felipe Leite,  João Renato Stehmann","August, 2013",2013,"English","Plants","Brazil"
"150","Northeast Brasil -- Tribe Melastomeae",377,1,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Cínthia Menezes L.R. Araújo,  Maria Regina de V. Barbosa","April, 2013",2013,"English","Plants","Brazil"
"151","Minas Gerais -- Passifloraceae of Mata do Paraíso",374,2,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Anderson Lopes Fontes,  Rúbia Santos Fonseca,  Luís Carlos Bernacci,  Milene Faria Vieira","April, 2013",2013,"English","Plants","Brazil"
"152","Bahia -- Rubiaceae of Caatinga",369,2,"Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers","Rafaela Varejão","September, 2013",2013,"English","Plants","Brazil"
"153","Sergipe -- The genus Habenaria (Orchidaceae)",368,1,"Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luiz Aquino Silva Santos,  Tamires Carregosa,  Silvana Helena Nascimento Monteiro","April, 2013",2013,"English","Plants","Brazil"
"154","São Paulo --  Climbing Plants: Leaves & Stems",364,7,"Brazil","","Plants, Climbers","Berta Villagra,  Sergio Romaniuc","May, 2013",2013,"English","Plants","Brazil"
"155","Pará - Passifloraceae of the Utinga State Park ",362,NA,"Brazil","Pará","Plants, Climbers, Shrubs and treelets, Terrestrial herbs","Eduardo Oliveira Silva, M. Santos, Ana Cristina Andrade de Aguiar-Dias","",2013,"English","Plants","Brazil"
"156","Espírito Santo -- Vale Reserve - Moraceae",358,4,"Brazil","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs, Trees","Anderson F.P. Machado,  Geovane S. Siqueira","August, 2012",2012,"English","Plants","Brazil"
"157","Rio Grande do Norte -- Herbaceous Flora of UFRN Campus",356,7,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Madson Reis de Oliveira Trinidade , Jomar Gomes Jardim","May, 2013",2013,"English","Plants","Brazil"
"158","Bahia -- Epiphytes of Serra das Lontras",354,10,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Paula Moraes Leitman,  André M.A. Amorim,  Luiz Menini Neto,  Marcus A. Nadruz,  Daniela Zappi,  Rafaela C. Forzza","January, 2013",2013,"English","Plants","Brazil"
"159","Pará -- Polygala of Marajó Island",348,2,"Brazil","","Plants, Terrestrial herbs","Christiane Silva da Costa, Ana Cristina Andrade de Aguiar-Dias, André Olmos Simões","",2012,"English","Plants","Brazil"
"160","Bahia -- Orchids of Poço Escuro Forest Reserve ",346,2,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Cecília O. de Azevedo,  Lucas C. Marinho","October, 2012",2012,"English","Plants","Brazil"
"161","Pará -- Serra dos Martírios/Andorinhas State Park Plants",342,4,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","André Luiz de Resende Cardoso, Ana Kelly Koch","January, 2014",2014,"English","Plants","Brazil"
"162","Pará -- Plants of Caxiuanã National Forest",341,3,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Ana Kelly Koch,  João Ubiratãn Moreira dos Santos , Anna Luiza Ilkiu-Borges","September, 2013",2013,"English","Plants","Brazil"
"163","Pará -- Gunma Ecological Park Pteridophyta [Ferns, etc.]",340,3,"Brazil","","Plants, Epiphytes, Terrestrial herbs","Ana Carla Feio dos Santos, Sebastião Maciel","",2012,"English","Plants","Brazil"
"164","Northeastern Brazil -- Atlantic Forest Cucurbitaceae",339,2,"Brazil","","Plants, Climbers","Géssica A Gomes-Costa, Marccus Alves","",2012,"English","Plants","Brazil"
"165","Pernambuco -- Caatinga Climbers",334,3,"Brazil","","Plants, Climbers","Diogo Araújo","February, 2013",2013,"English","Plants","Brazil"
"166","Sergipe -- Terrestrial Orchids",327,2,"Brazil","","Plants, Terrestrial herbs","Tamires Carregosa da Silva, Luiz Aquino Silva Santos, Silvana Helena Nascimento Monteiro","",2012,"English","Plants","Brazil"
"167","São Paulo - The genus Abutilon",325,2,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Cátia Takeuchi, Gerleni Lopes Esteves","",2012,"English","Plants","Brazil"
"168","Pernambuco -- Malvaceae",324,2,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Bruno Sampaio Amorim, Marccus Alves","",2012,"English","Plants","Brazil"
"169","Pará -- Amazon Zingiberales",323,10,"Brazil","","Plants, Terrestrial herbs","Fernando Figueiredo, Fábio Penna Espinelli, Flávia Costa, Thiago André","September, 2015",2015,"English","Plants","Brazil"
"170","Pará -- Ilha do Marajó - Fabaceae in the Savannas",322,3,"Brazil","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs","Wanderson Luis da Silva e Silva","",2011,"English","Plants","Brazil"
"171","São Paulo – Independence Park - Trees",315,8,"Brazil","","Plants, Shrubs and treelets, Trees","Rafael Felipe de Almeida, Simone Justamante De Sordi, Ricardo José Francischetti Garcia","",2012,"English","Plants","Brazil"
"172","Minas Gerais -- Uberlândia, Parque Sabiá  Melastomataceae",312,2,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Rosana Romero, Mariana de Souza Carvalho","",2011,"English","Plants","Brazil"
"173","Minas Gerais  -- Serra Negra Flora",310,26,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Luiz Menini Neto 1, Filipe S. de Souza, Narjara L. de Abreu, Carolina N. Matozinhos, Pedro H. Nobre, Fátima R. G. Salimena","",2011,"English","Plants","Brazil"
"174","São Paulo -- Macroanatomy of Climbing Plants",307,4,"Brazil","","Plants, Climbers","Berta L.P. Villagra, Sergio Romaniuc Neto","",2011,"English","Plants","Brazil"
"175","Bahia -- Ferns and Lycophytes of Pituaçu",306,4,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Luiz Armando de Araújo Góes-Neto, Adalberto Lucio Portela-Neto, Fabiana Regina Nonato","March, 2011",2011,"English","Plants","Brazil"
"176","Pernambuco – Climbers of the Atlantic Forest",305,6,"Brazil","","Plants, Climbers","Juan Diego García-González, Marccus Alves","",2012,"English","Plants","Brazil"
"177","Pará -- Caxiuanã Orchids e Bromeliads",304,2,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Ana Kelly Koch, João Ubiratan Moreira dos Santos, Anna Luiza Ilkiu-Borges","February, 2011",2011,"English","Plants","Brazil"
"178","Sergipe -- Epiphytic Orchids",303,NA,"Brazil","","Plants, Epiphytes","Silvana Helena Nascimento Monteiro, Tamires Carregosa da Silva, Luiz Aquino Silva Santos","",2011,"English","Plants","Brazil"
"179","Paraíba -- Cariri Plantas",302,2,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","José Iranildo Miranda de Melo, Ramiro Gustavo Valera Camacho, Elisabeth Emília Augusta Dantas Tölke, Renalle Ruana Pessoa Ramos","",2011,"English","Plants","Brazil"
"180","Bahia -- Serra da Jibóia - Ferns & Lycophytes",301,6,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Taís Soares Macedo, Aristóteles Góes Neto, Fabiana Regina Nonato","",2011,"English","Plants","Brazil"
"181","Pernambuco -- Caatinga Plants & Soil Types",300,3,"Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Katarina Pinheiro, Maria Jesus Nogueira Rodal, Marccus Alves","",2011,"English","Plants","Brazil"
"182","Minas Gerais -- Serra do Cipó Trees",294,4,"Brazil","","Plants, Shrubs and treelets, Trees","Matheus Fortes Santos, Herbert Serafim &  Paulo Takeo Sano","",2012,"English","Plants","Brazil"
"183","Northeast Brasil -- Convolvulaceae",293,3,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Maria Teresa Buril, Juan Diego García-González, Marccus Alves","April, 2011",2011,"English","Plants","Brazil"
"184","Pernambuco -- Atlantic Forest Myrtaceae",292,2,"Brazil","","Shrubs and treelets, Trees, Plants, Plants","Bruno Sampaio Amorim,  Marccus Alves","March, 2015",2011,"English","Plants","Brazil"
"185","Rio Grande do Norte -- Chamaecrista",291,2,"Brazil","","Plants, Shrubs and treelets, Terrestrial herbs","Rubens Teixeira de Queiroz, Maria Iracema Bezerra Loiola","",2011,"English","Plants","Brazil"
"186","Minas Gerais -- Itacolomi Bromeliads",285,3,"Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Thiago dos Santos Coser, Cláudio Coelho de Paula","",2010,"English","Plants","Brazil"
"187","Pernambuco -- Fleshy Fruits of the Atlantic Forest",284,7,"Brazil","","Plants, Fruits, Seeds, Shrubs and treelets, Trees","Jussara Adriana Novaes Souza, Marccus Alves","",2010,"English","Plants","Brazil"
